type,galaxyID,timeStep,age(GYr),redshift(z),camera,filter,px(pixels),errpx(pixels),py(pixels),errpy(pixels),mag,errmag,rad(pixels),errrad(pixels),rad(kpc),errrad(kpc),sersicIndex(n),errsersicIndex(n),b/a,errb/a,angle(deg),errangle(deg),sky
enum,enum,numeric,numeric,numeric,numeric,enum,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric
central,VELA28,200,1.558,4.0,0,F160W,299.8439,0.0254,300.1331,0.0231,22.3782,0.0030,17.5238,0.0574,834.84084152,2.73455896,1.5427,0.0048,0.8892,0.0024,-48.1030,0.8570,0.000e+00
central,VELA28,200,1.558,4.0,1,F160W,299.8161,0.0385,300.7185,0.0193,22.5626,0.0024,21.5806,0.0475,1028.10841624,2.262919,1.0814,0.0037,0.4919,0.0011,-89.6285,0.0988,0.000e+00
central,VELA28,200,1.558,4.0,5,F160W,301.2761,0.0354,300.9061,0.0161,22.3401,0.0025,21.2104,0.0514,1010.47194016,2.44871656,1.3470,0.0044,0.4491,0.0011,89.3506,0.0909,0.000e+00
central,VELA28,200,1.558,4.0,6,F160W,300.5608,0.0264,300.9894,0.0187,22.3073,0.0024,17.1936,0.0417,819.10998144,1.98660468,1.4419,0.0040,0.6896,0.0015,-87.9966,0.2137,0.000e+00
central,VELA28,200,1.558,4.0,7,F160W,301.2389,0.0401,301.3326,0.0162,22.4454,0.0026,22.5495,0.0577,1074.2671998,2.74885108,1.3274,0.0033,0.4041,0.0010,-89.5093,0.0815,0.000e+00
central,VELA28,200,1.558,4.0,8,F160W,301.2957,0.0411,301.2813,0.0166,22.4312,0.0026,22.8090,0.0581,1086.6298836,2.76790724,1.2818,0.0038,0.4007,0.0010,-89.5351,0.0815,0.000e+00
other,VELA28,210,1.676,3.7619047619,0,F160W,367.3207,0.1442,336.3804,0.0612,28.4183,0.0963,127.3790,56.3500,6372.4274467,2819.038355,19.9983,4.6563,0.0500,0.0020,64.0555,0.1118,0.000e+00
central,VELA28,210,1.676,3.7619047619,0,F160W,300.8772,0.0297,300.1618,0.0313,22.2051,0.0026,17.1562,0.0502,858.27836426,2.51137046,1.4287,0.0049,0.9162,0.0021,-21.2530,1.1954,0.000e+00
central,VELA28,210,1.676,3.7619047619,1,F160W,297.5457,0.0462,300.0721,0.0196,22.3876,0.0024,24.2036,0.0518,1210.84075828,2.59141414,1.0093,0.0026,0.4414,0.0010,-87.9470,0.0878,0.000e+00
central,VELA28,210,1.676,3.7619047619,5,F160W,294.8090,0.0454,300.7502,0.0217,22.3138,0.0026,26.0267,0.0510,1302.04552891,2.5513923,0.9569,0.0038,0.4191,0.0010,-84.9982,0.0818,0.000e+00
central,VELA28,210,1.676,3.7619047619,6,F160W,296.6042,0.0381,301.2793,0.0190,22.2547,0.0021,23.1112,0.0440,1156.19093576,2.2012012,1.0114,0.0027,0.5080,0.0009,87.1392,0.0958,0.000e+00
central,VELA28,210,1.676,3.7619047619,7,F160W,297.5537,0.0439,301.4784,0.0198,22.2628,0.0025,22.8178,0.0508,1141.51292594,2.54138684,1.0453,0.0039,0.4507,0.0010,-85.7569,0.0923,0.000e+00
central,VELA28,210,1.676,3.7619047619,8,F160W,297.5105,0.0444,301.3762,0.0199,22.2847,0.0025,23.0416,0.0514,1152.70903568,2.57140322,1.0515,0.0040,0.4488,0.0010,-85.8612,0.0920,0.000e+00
central,VELA28,220,1.796,3.54545454545,0,F160W,301.6374,0.0345,299.0988,0.0397,21.5308,0.0033,18.1752,0.0575,952.32958944,3.012839,1.2860,0.0048,0.8708,0.0026,17.3599,0.7958,0.000e+00
other,VELA28,220,1.796,3.54545454545,0,F160W,64.7209,0.0678,78.1923,0.0387,22.5887,0.0054,16.5461,0.0617,866.96931092,3.23290724,0.4959,0.0051,0.5619,0.0021,73.0349,0.2656,0.000e+00
central,VELA28,220,1.796,3.54545454545,1,F160W,298.8430,0.0418,300.9714,0.0173,21.6307,0.0024,22.2089,0.0498,1163.68417508,2.60938056,1.0178,0.0033,0.4185,0.0009,81.4816,0.0809,0.000e+00
central,VELA28,220,1.796,3.54545454545,5,F160W,296.3263,0.0332,301.8190,0.0156,21.6007,0.0027,18.6452,0.0503,976.95627344,2.63557916,1.3699,0.0045,0.4489,0.0011,-86.3541,0.1019,0.000e+00
