filename,type,galaxyID,timeStep,age(GYr),redshift(z),camera,filter,px(pixels),errpx(pixels),py(pixels),errpy(pixels),mag,errmag,rad(pixels),errrad(pixels),rad(kpc),errrad(kpc),sersicIndex(n),errsersicIndex(n),b/a,errb/a,angle(deg),errangle(deg),rff,sky
string,enum,enum,numeric,numeric,numeric,enum,enum,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric
VELA28MRP_0.305478_0002946__skipir_CAMERA5-BROADBAND_F160W_simulation_single_multi.fits,other,VELA28MRP,305478,2.912,2.27868852459,5,F160W,99.9807,0.1188,503.5488,0.1318,23.2775,0.0124,20.8258,0.2645,20.8258,0.2645,1.2589,0.0176,0.5308,0.0062,-43.6882,0.6403,0.83766596898,0.000e+00
VELA28MRP_0.305478_0002946__skipir_CAMERA5-BROADBAND_F160W_simulation_single_multi.fits,other,VELA28MRP,305478,2.912,2.27868852459,5,F160W,185.9078,0.0367,400.3103,0.0410,22.0077,0.0066,15.0780,0.1152,15.078,0.1152,1.7818,0.0128,0.7993,0.0054,37.8553,1.0361,0.457627413262,0.000e+00
VELA28MRP_0.305478_0002946__skipir_CAMERA6-BROADBAND_F160W_simulation_single_multi.fits,other,VELA28MRP,305478,2.912,2.27868852459,6,F160W,1.5005,0.1803,278.2047,0.0761,22.5235,0.0110,21.7589,0.2788,21.7589,0.2788,1.7063,0.0272,0.6148,0.0063,78.8453,0.8995,0.43997901806,0.000e+00
VELA28MRP_0.305478_0002946__skipir_CAMERA6-BROADBAND_F160W_simulation_single_multi.fits,central,VELA28MRP,305478,2.912,2.27868852459,6,F160W,297.5246,0.0766,299.6198,0.0304,20.8412,0.0037,32.0419,0.1042,32.0419,0.1042,1.4291,0.0058,0.3912,0.0014,-89.3910,0.1123,0.445737388884,0.000e+00
VELA28MRP_0.305478_0002946__skipir_CAMERA7-BROADBAND_F160W_simulation_single_multi.fits,other,VELA28MRP,305478,2.912,2.27868852459,7,F160W,259.5826,0.1187,368.4452,0.1755,22.9181,0.0101,31.8263,0.3238,31.8263,0.3238,1.1600,0.0133,0.5301,0.0038,-37.2205,0.4926,0.825768688969,0.000e+00
VELA28MRP_0.305478_0002946__skipir_CAMERA7-BROADBAND_F160W_simulation_single_multi.fits,central,VELA28MRP,305478,2.912,2.27868852459,7,F160W,300.7032,0.0248,298.9882,0.0271,20.4284,0.0028,16.1246,0.0529,16.1246,0.0529,1.6625,0.0047,0.9324,0.0020,-16.9180,1.3394,0.395651186109,0.000e+00
VELA28MRP_0.305478_0002946__skipir_CAMERA8-BROADBAND_F160W_simulation_single_multi.fits,other,VELA28MRP,305478,2.912,2.27868852459,8,F160W,236.6828,0.1059,392.1518,0.1639,23.0122,0.0100,27.1433,0.2890,27.1433,0.289,1.2619,0.0137,0.6140,0.0043,-33.2740,0.6540,0.870188012654,0.000e+00
VELA28MRP_0.305478_0002946__skipir_CAMERA8-BROADBAND_F160W_simulation_single_multi.fits,central,VELA28MRP,305478,2.912,2.27868852459,8,F160W,300.5346,0.0217,299.0720,0.0276,20.5138,0.0031,16.4960,0.0577,16.496,0.0577,1.7475,0.0057,0.8084,0.0021,-21.7165,0.4697,0.362226872969,0.000e+00
VELA28MRP_0.308862_0003137__skipir_CAMERA0-BROADBAND_F160W_simulation_single_multi.fits,central,VELA28MRP,308862,2.968,2.23624595469,0,F160W,299.0898,0.0430,298.5901,0.0694,20.9660,0.0040,33.7725,0.1448,33.7725,0.1448,1.6185,0.0065,0.3352,0.0013,-31.6536,0.1101,0.429432024371,0.000e+00
VELA28MRP_0.308862_0003137__skipir_CAMERA1-BROADBAND_F160W_simulation_single_multi.fits,central,VELA28MRP,308862,2.968,2.23624595469,1,F160W,296.9418,0.0821,300.6175,0.0296,21.0204,0.0037,33.2649,0.1330,33.2649,0.133,1.4577,0.0055,0.3658,0.0014,-85.5250,0.1101,0.42143152617,0.000e+00
VELA28MRP_0.308862_0003137__skipir_CAMERA5-BROADBAND_F160W_simulation_single_multi.fits,other,VELA28MRP,308862,2.968,2.23624595469,5,F160W,157.8127,0.0686,401.8062,0.0671,21.5604,0.0052,20.0133,0.1152,20.0133,0.1152,1.2972,0.0086,0.9233,0.0039,24.9496,2.1811,0.685553644462,0.000e+00
VELA28MRP_0.308862_0003137__skipir_CAMERA5-BROADBAND_F160W_simulation_single_multi.fits,central,VELA28MRP,308862,2.968,2.23624595469,5,F160W,300.9204,0.0264,300.0738,0.0319,20.8145,0.0036,17.9036,0.0747,17.9036,0.0747,1.9371,0.0076,0.7984,0.0028,14.7881,0.5239,0.321462223011,0.000e+00
VELA28MRP_0.308862_0003137__skipir_CAMERA6-BROADBAND_F160W_simulation_single_multi.fits,central,VELA28MRP,308862,2.968,2.23624595469,6,F160W,303.5073,0.0759,300.1907,0.0302,21.0229,0.0038,32.0333,0.1189,32.0333,0.1189,1.5015,0.0057,0.3947,0.0015,75.2419,0.1109,0.420754637357,0.000e+00
VELA28MRP_0.308862_0003137__skipir_CAMERA7-BROADBAND_F160W_simulation_single_multi.fits,central,VELA28MRP,308862,2.968,2.23624595469,7,F160W,299.8581,0.0215,301.0545,0.0192,20.4074,0.0026,16.8281,0.0493,16.8281,0.0493,1.7534,0.0037,0.8961,0.0021,-56.2300,0.8106,0.390633401141,0.000e+00
VELA28MRP_0.308862_0003137__skipir_CAMERA8-BROADBAND_F160W_simulation_single_multi.fits,other,VELA28MRP,308862,2.968,2.23624595469,8,F160W,246.8348,0.0515,328.3289,0.0789,21.7609,0.0051,23.9688,0.1358,23.9688,0.1358,1.2141,0.0080,0.7342,0.0040,33.7737,0.6709,0.620444947643,0.000e+00
VELA28MRP_0.308862_0003137__skipir_CAMERA8-BROADBAND_F160W_simulation_single_multi.fits,central,VELA28MRP,308862,2.968,2.23624595469,8,F160W,300.1418,0.0253,300.9827,0.0299,20.6723,0.0031,17.7424,0.0571,17.7424,0.0571,1.7995,0.0046,0.8193,0.0023,-7.6549,0.5391,0.427573151898,0.000e+00
VELA28MRP_0.312132_0002677__skipir_CAMERA0-BROADBAND_F160W_simulation_single_multi.fits,other,VELA28MRP,312132,3.011,2.20512820513,0,F160W,479.0358,0.0665,536.9377,0.0769,21.4047,0.0057,34.1736,0.2736,34.1736,0.2736,1.7037,0.0167,0.3155,0.0017,-40.7969,0.1478,0.760534789821,0.000e+00
VELA28MRP_0.312132_0002677__skipir_CAMERA0-BROADBAND_F160W_simulation_single_multi.fits,central,VELA28MRP,312132,3.011,2.20512820513,0,F160W,299.9803,0.0382,299.1378,0.1049,21.0708,0.0047,39.3433,0.1821,39.3433,0.1821,1.3857,0.0073,0.3331,0.0015,-19.1886,0.1120,0.412856342199,0.000e+00
VELA28MRP_0.312132_0002677__skipir_CAMERA1-BROADBAND_F160W_simulation_single_multi.fits,other,VELA28MRP,312132,3.011,2.20512820513,1,F160W,562.8005,0.1820,398.1489,0.0769,21.4017,0.0057,52.2734,0.4533,52.2734,0.4533,1.3300,0.0146,0.2533,0.0015,-65.1874,0.1384,0.820755565904,0.000e+00
VELA28MRP_0.312132_0002677__skipir_CAMERA1-BROADBAND_F160W_simulation_single_multi.fits,central,VELA28MRP,312132,3.011,2.20512820513,1,F160W,297.8733,0.1240,298.8070,0.0403,21.1006,0.0044,39.8236,0.1788,39.8236,0.1788,1.2176,0.0054,0.3234,0.0013,-78.5300,0.1091,0.443670173233,0.000e+00
VELA28MRP_0.312132_0002677__skipir_CAMERA5-BROADBAND_F160W_simulation_single_multi.fits,central,VELA28MRP,312132,3.011,2.20512820513,5,F160W,300.5613,0.0317,298.3759,0.0397,20.8550,0.0038,19.7394,0.0832,19.7394,0.0832,1.8010,0.0077,0.8050,0.0028,-0.9951,0.5868,0.344366721789,0.000e+00
VELA28MRP_0.312132_0002677__skipir_CAMERA5-BROADBAND_F160W_simulation_single_multi.fits,other,VELA28MRP,312132,3.011,2.20512820513,5,F160W,181.4918,0.0579,446.7766,0.0405,21.8299,0.0055,13.7841,0.0834,13.7841,0.0834,1.2346,0.0132,0.8917,0.0039,80.2881,2.1163,0.519169085689,0.000e+00
VELA28MRP_0.312132_0002677__skipir_CAMERA5-BROADBAND_F160W_simulation_single_multi.fits,other,VELA28MRP,312132,3.011,2.20512820513,5,F160W,196.7128,0.0988,408.5263,0.0616,21.5014,0.0045,28.9918,0.1045,28.9918,0.1045,0.4397,0.0038,0.4136,0.0016,61.0006,0.1758,0.720838003169,0.000e+00
VELA28MRP_0.312132_0002677__skipir_CAMERA6-BROADBAND_F160W_simulation_single_multi.fits,central,VELA28MRP,312132,3.011,2.20512820513,6,F160W,301.9869,0.0934,298.9124,0.0601,21.0408,0.0045,40.1769,0.1881,40.1769,0.1881,1.5565,0.0087,0.3440,0.0013,57.6054,0.1234,0.424197466351,0.000e+00
VELA28MRP_0.312132_0002677__skipir_CAMERA6-BROADBAND_F160W_simulation_single_multi.fits,other,VELA28MRP,312132,3.011,2.20512820513,6,F160W,13.8242,0.1188,410.3473,0.0338,21.3767,0.0067,48.4912,0.4623,48.4912,0.4623,2.0654,0.0193,0.2331,0.0014,79.6921,0.1442,0.828665330048,0.000e+00
VELA28MRP_0.312132_0002677__skipir_CAMERA7-BROADBAND_F160W_simulation_single_multi.fits,other,VELA28MRP,312132,3.011,2.20512820513,7,F160W,264.4303,0.0378,306.4341,0.0386,21.0463,0.0031,17.0343,0.0465,17.0343,0.0465,0.7411,0.0058,0.8134,0.0025,-30.8369,0.7214,0.537579341292,0.000e+00
VELA28MRP_0.312132_0002677__skipir_CAMERA7-BROADBAND_F160W_simulation_single_multi.fits,central,VELA28MRP,312132,3.011,2.20512820513,7,F160W,299.8067,0.0330,299.5952,0.0332,20.7132,0.0026,18.9806,0.0468,18.9806,0.0468,1.6479,0.0043,0.9802,0.0022,2.3940,5.4937,0.408464695415,0.000e+00
VELA28MRP_0.312132_0002677__skipir_CAMERA8-BROADBAND_F160W_simulation_single_multi.fits,other,VELA28MRP,312132,3.011,2.20512820513,8,F160W,254.1960,0.0494,324.4596,0.0407,20.9827,0.0032,17.4159,0.0450,17.4159,0.045,0.7297,0.0052,0.9012,0.0026,-17.4230,1.2187,0.614837044959,0.000e+00
VELA28MRP_0.312132_0002677__skipir_CAMERA8-BROADBAND_F160W_simulation_single_multi.fits,central,VELA28MRP,312132,3.011,2.20512820513,8,F160W,300.4563,0.0217,299.4791,0.0275,20.7979,0.0027,20.3946,0.0703,20.3946,0.0703,1.7328,0.0048,0.7472,0.0022,-38.8023,0.3568,0.365970155506,0.000e+00
VELA28MRP_0.315401_0003028__skipir_CAMERA0-BROADBAND_F160W_simulation_single_multi.fits,other,VELA28MRP,315401,3.053,2.1746031746,0,F160W,224.8890,0.2248,216.2868,0.1160,22.3277,0.0094,30.7812,0.3197,30.7812,0.3197,0.9258,0.0181,0.5165,0.0038,-70.1802,0.5538,0.83456296843,0.000e+00
VELA28MRP_0.315401_0003028__skipir_CAMERA0-BROADBAND_F160W_simulation_single_multi.fits,central,VELA28MRP,315401,3.053,2.1746031746,0,F160W,302.6670,0.0727,304.4144,0.0700,20.9523,0.0038,34.9895,0.1873,34.9895,0.1873,1.5750,0.0074,0.3999,0.0019,-47.3452,0.1621,0.460187438325,0.000e+00
VELA28MRP_0.315401_0003028__skipir_CAMERA0-BROADBAND_F160W_simulation_single_multi.fits,other,VELA28MRP,315401,3.053,2.1746031746,0,F160W,71.7761,0.1540,134.2586,0.0530,21.1741,0.0055,39.1965,0.2166,39.1965,0.2166,0.9755,0.0094,0.3131,0.0015,-80.5325,0.1353,0.790527911427,0.000e+00
VELA28MRP_0.315401_0003028__skipir_CAMERA1-BROADBAND_F160W_simulation_single_multi.fits,central,VELA28MRP,315401,3.053,2.1746031746,1,F160W,299.2645,0.1078,301.2159,0.0672,20.8824,0.0048,42.4336,0.2069,42.4336,0.2069,1.4617,0.0084,0.3049,0.0014,58.6618,0.1095,0.472771271194,0.000e+00
VELA28MRP_0.315401_0003028__skipir_CAMERA5-BROADBAND_F160W_simulation_single_multi.fits,central,VELA28MRP,315401,3.053,2.1746031746,5,F160W,299.1027,0.0463,300.8574,0.0412,20.7931,0.0042,20.1745,0.0942,20.1745,0.0942,1.8029,0.0083,0.8844,0.0035,-86.5414,1.1686,0.403952586851,0.000e+00
VELA28MRP_0.315401_0003028__skipir_CAMERA5-BROADBAND_F160W_simulation_single_multi.fits,other,VELA28MRP,315401,3.053,2.1746031746,5,F160W,159.4061,0.1002,201.7072,0.1346,21.9087,0.0071,29.1351,0.2026,29.1351,0.2026,1.0089,0.0089,0.6775,0.0045,-38.1414,0.6450,0.673056190238,0.000e+00
VELA28MRP_0.315401_0003028__skipir_CAMERA5-BROADBAND_F160W_simulation_single_multi.fits,other,VELA28MRP,315401,3.053,2.1746031746,5,F160W,196.3720,0.0596,168.0649,0.0522,21.5238,0.0059,16.5460,0.0919,16.546,0.0919,0.9133,0.0098,0.5629,0.0032,-47.1543,0.3349,0.727892758672,0.000e+00
VELA28MRP_0.315401_0003028__skipir_CAMERA6-BROADBAND_F160W_simulation_single_multi.fits,central,VELA28MRP,315401,3.053,2.1746031746,6,F160W,302.8428,0.1041,301.1408,0.0614,20.9069,0.0049,43.5198,0.2265,43.5198,0.2265,1.6420,0.0100,0.3475,0.0016,59.1461,0.1332,0.477028437277,0.000e+00
VELA28MRP_0.315401_0003028__skipir_CAMERA6-BROADBAND_F160W_simulation_single_multi.fits,other,VELA28MRP,315401,3.053,2.1746031746,6,F160W,42.9053,0.1041,370.8841,0.0561,21.6918,0.0073,18.4536,0.0824,18.4536,0.0824,0.7412,0.0106,0.5398,0.0035,71.1342,0.3615,0.769675737298,0.000e+00
VELA28MRP_0.315401_0003028__skipir_CAMERA7-BROADBAND_F160W_simulation_single_multi.fits,other,VELA28MRP,315401,3.053,2.1746031746,7,F160W,304.9069,0.0365,226.8368,0.0415,21.3035,0.0047,14.6119,0.0580,14.6119,0.058,0.9546,0.0076,0.8525,0.0036,-45.3317,0.9812,0.672304420438,0.000e+00
VELA28MRP_0.315401_0003028__skipir_CAMERA7-BROADBAND_F160W_simulation_single_multi.fits,central,VELA28MRP,315401,3.053,2.1746031746,7,F160W,299.2639,0.0433,298.5287,0.0404,20.4259,0.0029,21.3149,0.0614,21.3149,0.0614,1.3619,0.0052,0.9523,0.0026,86.0463,2.1359,0.514031804211,0.000e+00
VELA28MRP_0.315401_0003028__skipir_CAMERA8-BROADBAND_F160W_simulation_single_multi.fits,central,VELA28MRP,315401,3.053,2.1746031746,8,F160W,299.7721,0.0454,298.0013,0.0357,20.4910,0.0032,24.1542,0.0793,24.1542,0.0793,1.4014,0.0052,0.7708,0.0024,60.2091,0.3955,0.489828107067,0.000e+00
VELA28MRP_0.315401_0003028__skipir_CAMERA8-BROADBAND_F160W_simulation_single_multi.fits,other,VELA28MRP,315401,3.053,2.1746031746,8,F160W,289.6310,0.0366,214.6480,0.0461,21.3319,0.0048,14.9412,0.0655,14.9412,0.0655,0.9551,0.0075,0.8090,0.0036,-38.9340,0.7208,0.707767654948,0.000e+00
VELA28MRP_0.318814_0003328__skipir_CAMERA0-BROADBAND_F160W_simulation_single_multi.fits,central,VELA28MRP,318814,3.110,2.13479623824,0,F160W,298.8460,0.0373,302.6150,0.1215,20.3224,0.0041,41.5512,0.1504,41.5512,0.1504,1.1351,0.0077,0.2959,0.0011,17.6317,0.0939,0.628005937353,0.000e+00
VELA28MRP_0.318814_0003328__skipir_CAMERA0-BROADBAND_F160W_simulation_single_multi.fits,other,VELA28MRP,318814,3.110,2.13479623824,0,F160W,401.2755,0.1338,146.4922,0.0970,22.9216,0.0158,13.9840,0.1221,13.984,0.1221,0.2779,0.0113,0.3643,0.0041,53.8866,0.4486,0.796201047928,0.000e+00
VELA28MRP_0.318814_0003328__skipir_CAMERA0-BROADBAND_F160W_simulation_single_multi.fits,other,VELA28MRP,318814,3.110,2.13479623824,0,F160W,396.7362,0.1262,106.9591,0.2762,21.3541,0.0067,53.0113,0.2391,53.0113,0.2391,0.3945,0.0055,0.5407,0.0025,-15.4489,0.2920,0.816519784588,0.000e+00
VELA28MRP_0.318814_0003328__skipir_CAMERA1-BROADBAND_F160W_simulation_single_multi.fits,other,VELA28MRP,318814,3.110,2.13479623824,1,F160W,131.9620,0.0997,275.4875,0.0701,22.7009,0.0127,13.8219,0.1272,13.8219,0.1272,0.3530,0.0098,0.5179,0.0053,-59.5658,0.6779,0.844869995231,0.000e+00
VELA28MRP_0.318814_0003328__skipir_CAMERA1-BROADBAND_F160W_simulation_single_multi.fits,other,VELA28MRP,318814,3.110,2.13479623824,1,F160W,92.4085,0.2503,238.4539,0.1107,21.3643,0.0053,56.7889,0.2524,56.7889,0.2524,0.3841,0.0052,0.5213,0.0023,-75.9517,0.2378,0.801924632174,0.000e+00
VELA28MRP_0.318814_0003328__skipir_CAMERA1-BROADBAND_F160W_simulation_single_multi.fits,central,VELA28MRP,318814,3.110,2.13479623824,1,F160W,305.5782,0.1288,305.1946,0.0432,20.3201,0.0040,45.7014,0.1733,45.7014,0.1733,1.1566,0.0060,0.3133,0.0011,-87.9572,0.0981,0.659678459715,0.000e+00
VELA28MRP_0.318814_0003328__skipir_CAMERA5-BROADBAND_F160W_simulation_single_multi.fits,central,VELA28MRP,318814,3.110,2.13479623824,5,F160W,300.1645,0.0275,306.6051,0.0383,20.1861,0.0033,20.2845,0.0704,20.2845,0.0704,1.4559,0.0079,0.7239,0.0024,27.3731,0.3561,0.457900935075,0.000e+00
VELA28MRP_0.318814_0003328__skipir_CAMERA5-BROADBAND_F160W_simulation_single_multi.fits,other,VELA28MRP,318814,3.110,2.13479623824,5,F160W,366.7979,0.1619,186.6784,0.1815,21.3727,0.0059,39.5633,0.1524,39.5633,0.1524,0.4692,0.0048,0.8408,0.0033,-18.7089,1.0665,0.829989949561,0.000e+00
VELA28MRP_0.318814_0003328__skipir_CAMERA6-BROADBAND_F160W_simulation_single_multi.fits,other,VELA28MRP,318814,3.110,2.13479623824,6,F160W,484.6494,0.1328,281.4258,0.0889,21.9897,0.0079,21.9162,0.1750,21.9162,0.175,0.8988,0.0143,0.5486,0.0051,88.3737,0.5532,0.833650102769,0.000e+00
VELA28MRP_0.318814_0003328__skipir_CAMERA6-BROADBAND_F160W_simulation_single_multi.fits,other,VELA28MRP,318814,3.110,2.13479623824,6,F160W,525.1425,0.1445,222.0958,0.1880,21.7243,0.0062,35.8302,0.2669,35.8302,0.2669,0.6923,0.0070,0.7144,0.0046,48.4446,0.9062,0.74461839034,0.000e+00
VELA28MRP_0.318814_0003328__skipir_CAMERA6-BROADBAND_F160W_simulation_single_multi.fits,central,VELA28MRP,318814,3.110,2.13479623824,6,F160W,296.7026,0.1094,302.3005,0.0410,20.2855,0.0040,40.6355,0.1481,40.6355,0.1481,1.2488,0.0068,0.2916,0.0011,70.0307,0.0900,0.57519619609,0.000e+00
VELA28MRP_0.318814_0003328__skipir_CAMERA7-BROADBAND_F160W_simulation_single_multi.fits,central,VELA28MRP,318814,3.110,2.13479623824,7,F160W,300.7852,0.0372,303.5225,0.0412,20.1113,0.0031,19.9312,0.0580,19.9312,0.058,1.3111,0.0049,0.9355,0.0028,7.6421,1.5738,0.535763526311,0.000e+00
VELA28MRP_0.318814_0003328__skipir_CAMERA7-BROADBAND_F160W_simulation_single_multi.fits,other,VELA28MRP,318814,3.110,2.13479623824,7,F160W,552.2519,0.2314,580.3258,0.1563,23.7811,0.0181,23.0525,0.4514,23.0525,0.4514,1.4326,0.0305,0.6810,0.0088,-61.7358,1.9289,0.87068961476,0.000e+00
VELA28MRP_0.318814_0003328__skipir_CAMERA8-BROADBAND_F160W_simulation_single_multi.fits,central,VELA28MRP,318814,3.110,2.13479623824,8,F160W,300.4862,0.0346,303.7766,0.0391,20.1424,0.0032,19.0986,0.0578,19.0986,0.0578,1.4348,0.0058,0.9472,0.0029,11.7754,2.0038,0.522696666497,0.000e+00
VELA28MRP_0.321497_0001761__skipir_CAMERA0-BROADBAND_F160W_simulation_single_multi.fits,central,VELA28MRP,321497,3.139,2.11526479751,0,F160W,311.4461,0.0838,314.4098,0.1288,20.4054,0.0042,50.4553,0.1895,50.4553,0.1895,1.1092,0.0055,0.2490,0.0010,-33.8261,0.0654,0.547034776446,0.000e+00
VELA28MRP_0.321497_0001761__skipir_CAMERA0-BROADBAND_F160W_simulation_single_multi.fits,other,VELA28MRP,321497,3.139,2.11526479751,0,F160W,371.0874,0.0555,415.4163,0.0362,22.4702,0.0114,13.8750,0.1350,13.875,0.135,1.5271,0.0305,0.2008,0.0024,-56.3512,0.1527,0.609602103927,0.000e+00
VELA28MRP_0.321497_0001761__skipir_CAMERA0-BROADBAND_F160W_simulation_single_multi.fits,other,VELA28MRP,321497,3.139,2.11526479751,0,F160W,181.0635,0.1813,201.3420,0.1151,21.4153,0.0067,47.0371,0.2875,47.0371,0.2875,0.7912,0.0078,0.5429,0.0028,-54.5726,0.3009,0.754555331434,0.000e+00
VELA28MRP_0.321497_0001761__skipir_CAMERA1-BROADBAND_F160W_simulation_single_multi.fits,other,VELA28MRP,321497,3.139,2.11526479751,1,F160W,142.0840,0.1334,297.7991,0.1119,21.6065,0.0057,31.8125,0.1746,31.8125,0.1746,0.8444,0.0076,0.6361,0.0042,64.6886,0.5813,0.730378561734,0.000e+00
VELA28MRP_0.321497_0001761__skipir_CAMERA1-BROADBAND_F160W_simulation_single_multi.fits,central,VELA28MRP,321497,3.139,2.11526479751,1,F160W,315.1044,0.1547,293.6962,0.0407,20.4092,0.0039,50.2865,0.1697,50.2865,0.1697,1.1162,0.0067,0.2652,0.0010,80.7118,0.0883,0.646635311056,0.000e+00
VELA28MRP_0.321497_0001761__skipir_CAMERA1-BROADBAND_F160W_simulation_single_multi.fits,other,VELA28MRP,321497,3.139,2.11526479751,1,F160W,422.3463,0.0641,309.6361,0.0392,22.3153,0.0094,13.8096,0.1770,13.8096,0.177,1.9483,0.0284,0.6015,0.0062,-77.4763,0.7779,0.849940771562,0.000e+00
VELA28MRP_0.321497_0001761__skipir_CAMERA5-BROADBAND_F160W_simulation_single_multi.fits,central,VELA28MRP,321497,3.139,2.11526479751,5,F160W,304.0967,0.0330,299.7339,0.0419,20.2657,0.0035,21.1960,0.0835,21.196,0.0835,1.5645,0.0057,0.7562,0.0025,-19.0279,0.4695,0.479300844867,0.000e+00
VELA28MRP_0.321497_0001761__skipir_CAMERA5-BROADBAND_F160W_simulation_single_multi.fits,other,VELA28MRP,321497,3.139,2.11526479751,5,F160W,239.3514,0.1257,230.5662,0.1204,21.4347,0.0054,28.7014,0.1343,28.7014,0.1343,0.7710,0.0089,0.8679,0.0047,71.0820,1.6041,0.671693641849,0.000e+00
VELA28MRP_0.321497_0001761__skipir_CAMERA6-BROADBAND_F160W_simulation_single_multi.fits,central,VELA28MRP,321497,3.139,2.11526479751,6,F160W,321.3947,0.1220,293.5531,0.0335,20.3818,0.0042,48.1901,0.1912,48.1901,0.1912,1.5034,0.0086,0.2640,0.0011,76.5441,0.0794,0.58824463163,0.000e+00
VELA28MRP_0.321497_0001761__skipir_CAMERA6-BROADBAND_F160W_simulation_single_multi.fits,other,VELA28MRP,321497,3.139,2.11526479751,6,F160W,139.9660,0.1513,325.7302,0.1329,21.6379,0.0074,32.2314,0.2352,32.2314,0.2352,0.8270,0.0093,0.7060,0.0046,66.2222,0.7982,0.699486538832,0.000e+00
VELA28MRP_0.321497_0001761__skipir_CAMERA6-BROADBAND_F160W_simulation_single_multi.fits,other,VELA28MRP,321497,3.139,2.11526479751,6,F160W,225.0095,0.3408,277.4363,0.0843,22.0258,0.0094,40.1075,0.3953,40.1075,0.3953,0.6691,0.0115,0.2679,0.0027,-80.3330,0.1887,0.848334778791,0.000e+00
VELA28MRP_0.321497_0001761__skipir_CAMERA7-BROADBAND_F160W_simulation_single_multi.fits,central,VELA28MRP,321497,3.139,2.11526479751,7,F160W,295.5287,0.0416,292.0860,0.0435,19.9415,0.0025,24.9398,0.0635,24.9398,0.0635,1.1210,0.0034,0.8801,0.0018,28.6252,0.6340,0.547042752594,0.000e+00
VELA28MRP_0.321497_0001761__skipir_CAMERA8-BROADBAND_F160W_simulation_single_multi.fits,central,VELA28MRP,321497,3.139,2.11526479751,8,F160W,295.5016,0.0413,292.0338,0.0490,19.9661,0.0027,26.5734,0.0668,26.5734,0.0668,1.1319,0.0030,0.8063,0.0018,-2.2925,0.3988,0.54473557337,0.000e+00
VELA28MRP_0.325032_0003038__skipir_CAMERA0-BROADBAND_F160W_simulation_single_multi.fits,central,VELA28MRP,325032,3.196,2.07692307692,0,F160W,301.9653,0.0393,305.0771,0.1022,19.7746,0.0033,42.6382,0.1216,42.6382,0.1216,1.0155,0.0052,0.3648,0.0010,7.0758,0.0918,0.584419981145,0.000e+00
VELA28MRP_0.325032_0003038__skipir_CAMERA0-BROADBAND_F160W_simulation_single_multi.fits,other,VELA28MRP,325032,3.196,2.07692307692,0,F160W,574.5508,0.3795,538.1098,0.1581,23.5893,0.0197,24.3250,0.4900,24.325,0.49,0.8417,0.0275,0.4205,0.0080,-80.3072,0.7767,0.750046454045,0.000e+00
VELA28MRP_0.325032_0003038__skipir_CAMERA0-BROADBAND_F160W_simulation_single_multi.fits,other,VELA28MRP,325032,3.196,2.07692307692,0,F160W,288.6273,0.0298,544.3525,0.0519,22.9446,0.0154,38.1159,1.4699,38.1159,1.4699,5.0376,0.1027,0.4688,0.0096,-2.2013,0.8273,1.00158756088,0.000e+00
VELA28MRP_0.325032_0003038__skipir_CAMERA1-BROADBAND_F160W_simulation_single_multi.fits,other,VELA28MRP,325032,3.196,2.07692307692,1,F160W,544.1562,0.1960,387.0207,0.0999,22.4795,0.0115,71.0891,1.6747,71.0891,1.6747,2.7148,0.0431,0.2296,0.0036,-63.8266,0.2395,0.989909138147,0.000e+00
VELA28MRP_0.325032_0003038__skipir_CAMERA1-BROADBAND_F160W_simulation_single_multi.fits,central,VELA28MRP,325032,3.196,2.07692307692,1,F160W,309.2095,0.0848,305.0098,0.0231,19.8551,0.0031,38.4827,0.1111,38.4827,0.1111,1.1121,0.0051,0.2557,0.0008,-74.7712,0.0512,0.466299793412,0.000e+00
VELA28MRP_0.325032_0003038__skipir_CAMERA1-BROADBAND_F160W_simulation_single_multi.fits,other,VELA28MRP,325032,3.196,2.07692307692,1,F160W,256.9772,0.0808,280.6524,0.0891,21.4921,0.0085,22.6575,0.1953,22.6575,0.1953,1.3698,0.0137,0.5864,0.0040,-47.9123,0.6700,0.462896027574,0.000e+00
VELA28MRP_0.325032_0003038__skipir_CAMERA5-BROADBAND_F160W_simulation_single_multi.fits,central,VELA28MRP,325032,3.196,2.07692307692,5,F160W,300.5754,0.0315,303.2964,0.0318,19.6651,0.0027,22.6221,0.0555,22.6221,0.0555,1.1705,0.0045,0.8300,0.0020,36.0760,0.4727,0.492111760409,0.000e+00
VELA28MRP_0.325032_0003038__skipir_CAMERA6-BROADBAND_F160W_simulation_single_multi.fits,central,VELA28MRP,325032,3.196,2.07692307692,6,F160W,303.6722,0.0366,303.9348,0.1082,19.7792,0.0033,45.5606,0.1377,45.5606,0.1377,1.0814,0.0060,0.3421,0.0010,-16.0899,0.0882,0.608275338603,0.000e+00
VELA28MRP_0.325032_0003038__skipir_CAMERA6-BROADBAND_F160W_simulation_single_multi.fits,other,VELA28MRP,325032,3.196,2.07692307692,6,F160W,301.0380,0.0792,443.1869,0.2328,22.9379,0.0163,27.8599,0.5847,27.8599,0.5847,1.6066,0.0371,0.3315,0.0052,-18.0451,0.4756,0.945260854926,0.000e+00
